OrderID,CustomerID,WarehouseID,PartnerID,RouteID,OrderDate,DispatchDate,ExpectedDeliveryDate,ActualDeliveryDate,DispatchDelay_hrs,Delay_Days,Is_Late,SLA_Breached,DeliveryStatus,DeliveryAttempts,PackageCategory,PackageWeight_kg,OrderValue_INR,VehicleType,TimeOfDispatch,WeatherCondition,DriverExperience_yrs,PaymentMode,IsReturnOrder,IsWeekendOrder,CustomerFeedbackScore,NDR_Raised,ShippingCost_INR,OrderPriority
ORD005885,CUST0351,WH011,DP006,RT019,03-09-2023,03-09-2023,08-09-2023,08-09-2023,10,0,0,0,Delivered,1,FMCG,3.08,215.6,Van,Evening,Clear,14,COD,0,1,4.1,0,185.65,Standard
ORD005886,CUST0351,WH008,DP006,RT032,03-09-2023,04-09-2023,08-09-2023,08-09-2023,46,0,0,0,Delivered,1,Electronics,3.77,19249.6,Truck,Afternoon,Rain,7,Prepaid,0,1,4.6,0,295.64,Express
ORD005887,CUST0137,WH005,DP006,RT010,03-09-2023,03-09-2023,07-09-2023,07-09-2023,12,0,0,0,Delivered,1,Appliances,6.11,14118.71,Bike,Evening,Heatwave,10,COD,1,1,3.9,0,366.19,Express
ORD005888,CUST0287,WH001,DP003,RT020,03-09-2023,03-09-2023,08-09-2023,08-09-2023,15,0,0,0,Delivered,1,FMCG,2.93,542.73,Van,Evening,Clear,12,Prepaid,0,1,3.3,0,221.6,Standard
ORD005889,CUST0389,WH010,DP003,RT035,03-09-2023,03-09-2023,08-09-2023,08-09-2023,0,0,0,0,Returned,1,Electronics,4.8,6485.27,Bike,Night,Clear,1,COD,1,1,1.8,0,396.2,Express
ORD005890,CUST0228,WH012,DP006,RT057,03-09-2023,05-09-2023,10-09-2023,09-09-2023,63,-1,0,0,Delivered,1,Electronics,4.67,13056.81,Truck,Morning,Clear,1,Prepaid,0,1,4.6,0,396.46,Standard
ORD005891,CUST0016,WH007,DP004,RT031,03-09-2023,04-09-2023,09-09-2023,08-09-2023,39,-1,0,0,Delivered,1,Electronics,3.15,9506.32,Van,Evening,Rain,12,Prepaid,0,1,4.4,0,332.7,Standard
ORD005892,CUST0298,WH007,DP008,RT011,03-09-2023,04-09-2023,08-09-2023,08-09-2023,43,0,0,0,Delivered,1,Clothing,0.79,1416.92,Truck,Morning,Heatwave,13,COD,0,1,4.9,0,91.86,Standard
ORD005893,CUST0425,WH005,DP003,RT043,03-09-2023,04-09-2023,08-09-2023,07-09-2023,47,-1,0,0,Delivered,1,Books,0.69,459.66,Van,Morning,Clear,13,Prepaid,0,1,3.5,0,147.56,Same-Day
ORD005894,CUST0464,WH011,DP001,RT040,03-09-2023,04-09-2023,08-09-2023,08-09-2023,34,0,0,0,Delivered,1,Grocery,4.12,755,Bike,Night,Clear,5,Prepaid,0,1,4.2,0,185.09,Standard
ORD005895,CUST0212,WH001,DP004,RT010,03-09-2023,03-09-2023,07-09-2023,12-09-2023,17,5,1,1,Delivered,2,Clothing,1.05,1064.42,Van,Night,Clear,14,Prepaid,0,1,1.5,1,117.74,Express
ORD005896,CUST0246,WH008,DP003,RT061,03-09-2023,04-09-2023,08-09-2023,12-09-2023,31,4,1,1,Delivered,1,Toys,1.85,833.62,Bike,Afternoon,Rain,14,Wallet,0,1,2.9,1,204.75,Standard
ORD005897,CUST0286,WH012,DP002,RT009,03-09-2023,04-09-2023,09-09-2023,10-09-2023,45,1,1,1,Delivered,1,Appliances,10.67,9425.96,Bike,Morning,Clear,15,COD,0,1,3.4,0,731.54,Standard
ORD005898,CUST0282,WH001,DP004,RT042,03-09-2023,04-09-2023,08-09-2023,08-09-2023,36,0,0,0,Delivered,1,FMCG,2.01,395.99,Truck,Evening,Clear,3,COD,0,1,4.7,0,191.59,Standard
ORD005899,CUST0177,WH013,DP007,RT010,03-09-2023,04-09-2023,08-09-2023,08-09-2023,37,0,0,0,Delivered,1,Clothing,0.7,749.55,Van,Evening,Clear,11,COD,0,1,3.5,0,65.27,Standard
ORD005900,CUST0031,WH014,DP002,RT050,03-09-2023,04-09-2023,08-09-2023,07-09-2023,29,-1,0,0,Delivered,1,FMCG,1.84,668.4,Truck,Morning,Clear,14,COD,0,1,3.6,0,157.14,Standard
ORD005901,CUST0050,WH013,DP003,RT037,03-09-2023,03-09-2023,07-09-2023,10-09-2023,2.6,3,1,1,Delivered,2,Appliances,7.07,4677.1,Truck,Night,Clear,4,Prepaid,0,1,2.5,1,385.77,Express
ORD005902,CUST0143,WH006,DP007,RT037,03-09-2023,04-09-2023,07-09-2023,08-09-2023,27,1,1,1,Delivered,1,Electronics,6.1,10566.3,Bike,Evening,Clear,1,Prepaid,0,1,2.9,0,420.52,Standard
ORD005903,CUST0052,WH005,DP007,RT007,03-09-2023,03-09-2023,08-09-2023,14-09-2023,20,6,1,1,Delivered,1,FMCG,1.7,154.05,Truck,Afternoon,Clear,14,COD,0,1,2,1,229.05,Standard
ORD005904,CUST0233,WH009,DP002,RT020,03-09-2023,05-09-2023,10-09-2023,10-09-2023,55,0,0,0,Returned,1,Toys,2,819.02,Truck,Afternoon,Rain,9,COD,1,1,4.5,0,186.86,Standard
ORD005905,CUST0166,WH004,DP005,RT020,03-09-2023,03-09-2023,08-09-2023,09-09-2023,3,1,1,1,Delivered,3,Books,0.46,610.22,Bike,Morning,Rain,4,Prepaid,1,1,2.6,1,87.9,Standard
ORD005906,CUST0038,WH001,DP003,RT008,03-09-2023,04-09-2023,09-09-2023,08-09-2023,43,-1,0,0,Delivered,1,FMCG,2.17,202.51,Bike,Evening,Clear,2,Wallet,0,1,4.3,0,139.79,Express
ORD005907,CUST0491,WH012,DP007,RT017,03-09-2023,05-09-2023,10-09-2023,11-09-2023,49,1,1,1,Delivered,1,Furniture,15.09,15635.44,Bike,Afternoon,Clear,1,Prepaid,0,1,2.9,0,983.17,Express
ORD005908,CUST0444,WH008,DP005,RT038,03-09-2023,04-09-2023,09-09-2023,09-09-2023,37,0,0,0,Delivered,1,Books,0.41,791.16,Bike,Evening,Clear,8,COD,0,1,4.6,0,50.01,Standard
ORD005909,CUST0020,WH003,DP003,RT025,03-09-2023,04-09-2023,06-09-2023,06-09-2023,35,0,0,0,Delivered,1,Sports,2.01,2260.4,Bike,Afternoon,Clear,6,Prepaid,0,1,3.6,0,198.42,Standard
ORD005910,CUST0099,WH001,DP006,RT013,03-09-2023,03-09-2023,07-09-2023,16-09-2023,17,9,1,1,Delivered,1,Clothing,0.86,384.35,Bike,Morning,Clear,7,Prepaid,0,1,1.4,0,135.26,Standard
ORD005911,CUST0215,WH009,DP008,RT045,03-09-2023,03-09-2023,06-09-2023,09-09-2023,11,3,1,1,Delivered,3,FMCG,2.55,745.43,Bike,Evening,Clear,14,Prepaid,0,1,2.9,1,240.16,Express
ORD005912,CUST0044,WH011,DP003,RT013,04-09-2023,04-09-2023,08-09-2023,07-09-2023,1,-1,0,0,Delivered,1,Clothing,0.74,1434.17,Truck,Afternoon,Clear,12,Prepaid,0,0,4.3,0,115.7,Standard
ORD005913,CUST0111,WH005,DP003,RT048,04-09-2023,05-09-2023,08-09-2023,08-09-2023,29,0,0,0,Delivered,1,Grocery,5.18,313.35,Van,Evening,Heatwave,14,Prepaid,0,0,4.5,0,364.92,Standard
ORD005914,CUST0487,WH001,DP004,RT002,04-09-2023,05-09-2023,07-09-2023,07-09-2023,30,0,0,0,Delivered,1,Clothing,1.08,1406.24,Van,Morning,Clear,9,Prepaid,0,0,4.7,0,157.23,Same-Day
ORD005915,CUST0089,WH008,DP005,RT037,04-09-2023,05-09-2023,08-09-2023,12-09-2023,33,4,1,1,Delivered,2,Electronics,5.86,12799.1,Bike,Morning,Rain,6,Wallet,0,0,2.7,1,310.62,Standard
ORD005916,CUST0319,WH004,DP005,RT042,04-09-2023,05-09-2023,09-09-2023,09-09-2023,34,0,0,0,Delivered,1,Clothing,0.69,1415.26,Bike,Afternoon,Fog,3,COD,0,0,3,0,101.86,Standard
ORD005917,CUST0118,WH002,DP003,RT042,04-09-2023,04-09-2023,09-09-2023,09-09-2023,0.6,0,0,0,Delivered,1,Appliances,6,14616.61,Van,Morning,Rain,15,COD,0,0,3.1,0,272.78,Standard
ORD005918,CUST0434,WH007,DP002,RT057,04-09-2023,05-09-2023,10-09-2023,10-09-2023,38,0,0,0,Delivered,1,Books,0.82,660.49,Bike,Morning,Clear,7,COD,0,0,4.1,0,120.7,Standard
ORD005919,CUST0406,WH006,DP006,RT011,04-09-2023,04-09-2023,08-09-2023,08-09-2023,22,0,0,0,Delivered,1,FMCG,2.65,324.78,Truck,Morning,Clear,15,Prepaid,1,0,4.3,0,172.45,Same-Day
ORD005920,CUST0239,WH007,DP008,RT060,04-09-2023,04-09-2023,09-09-2023,10-09-2023,11,1,1,1,Returned,1,Appliances,12.13,14095.89,Bike,Morning,Clear,6,COD,1,0,2.9,0,679.04,Same-Day
ORD005921,CUST0072,WH010,DP006,RT020,04-09-2023,05-09-2023,10-09-2023,10-09-2023,30,0,0,0,Delivered,1,Appliances,6.03,9881.74,Van,Morning,Storm,12,Prepaid,0,0,4.6,0,467.86,Standard
ORD005922,CUST0310,WH006,DP005,RT057,04-09-2023,05-09-2023,10-09-2023,10-09-2023,47,0,0,0,Returned,1,FMCG,1.46,354.92,Van,Night,Rain,6,Prepaid,1,0,3.6,0,100.4,Express
ORD005923,CUST0393,WH012,DP003,RT056,04-09-2023,04-09-2023,10-09-2023,09-09-2023,3.5,-1,0,0,Returned,1,Furniture,30.75,21301.14,Van,Morning,Clear,2,COD,1,0,4.5,0,1244.82,Express
ORD005924,CUST0399,WH011,DP004,RT009,04-09-2023,05-09-2023,10-09-2023,17-09-2023,26,7,1,1,Delivered,2,Appliances,10.28,7874.42,Truck,Afternoon,Rain,12,COD,0,0,3,1,449.11,Standard
ORD005925,CUST0304,WH008,DP001,RT045,04-09-2023,05-09-2023,08-09-2023,07-09-2023,34,-1,0,0,Delivered,1,Clothing,1.27,1422.35,Bike,Evening,Clear,13,Prepaid,0,0,4.8,0,172.44,Express
ORD005926,CUST0404,WH001,DP004,RT045,04-09-2023,05-09-2023,08-09-2023,08-09-2023,32,0,0,0,Delivered,1,FMCG,2.05,641.9,Van,Morning,Clear,2,COD,0,0,3.6,0,195.6,Standard
ORD005927,CUST0163,WH011,DP006,RT029,04-09-2023,05-09-2023,09-09-2023,08-09-2023,42,-1,0,0,Delivered,1,Toys,0.84,450.2,Van,Evening,Clear,15,COD,0,0,3.6,0,123.71,Standard
ORD005928,CUST0251,WH012,DP002,RT034,04-09-2023,06-09-2023,10-09-2023,14-09-2023,71,4,1,1,Delivered,3,Sports,3.08,623.65,Van,Afternoon,Clear,10,Wallet,1,0,2.1,1,202.18,Standard
ORD005929,CUST0357,WH005,DP003,RT058,04-09-2023,05-09-2023,10-09-2023,10-09-2023,47,0,0,0,Delivered,1,Electronics,6.26,5109.99,Truck,Morning,Clear,14,Wallet,0,0,3.6,0,471.27,Standard
ORD005930,CUST0195,WH007,DP001,RT005,04-09-2023,04-09-2023,08-09-2023,07-09-2023,2.3,-1,0,0,Delivered,1,Electronics,5.94,13766.19,Bike,Morning,Clear,9,COD,0,0,4.5,0,480.05,Standard
ORD005931,CUST0060,WH004,DP006,RT031,04-09-2023,04-09-2023,09-09-2023,09-09-2023,1,0,0,0,Delivered,1,Beauty,0.47,1064.48,Bike,Evening,Clear,7,COD,0,0,4.2,0,48.27,Express
ORD005932,CUST0098,WH001,DP003,RT026,04-09-2023,05-09-2023,07-09-2023,06-09-2023,35,-1,0,0,Delivered,1,Electronics,3.17,12239.18,Truck,Morning,Clear,10,COD,0,0,4,0,297.63,Standard
ORD005933,CUST0418,WH006,DP004,RT057,04-09-2023,05-09-2023,10-09-2023,10-09-2023,41,0,0,0,Delivered,1,Appliances,7.3,9416.65,Truck,Afternoon,Clear,8,Wallet,0,0,3.9,0,472.66,Standard
ORD005934,CUST0356,WH002,DP003,RT037,05-09-2023,06-09-2023,09-09-2023,09-09-2023,28,0,0,0,Delivered,1,Clothing,1.29,588.51,Van,Afternoon,Rain,7,Prepaid,0,0,3.5,0,158.92,Express
ORD005935,CUST0355,WH002,DP004,RT044,05-09-2023,06-09-2023,10-09-2023,10-09-2023,35,0,0,0,Returned,1,Books,0.8,496.5,Bike,Evening,Clear,9,Prepaid,1,0,3.8,0,136.37,Same-Day
ORD005936,CUST0073,WH006,DP005,RT020,05-09-2023,06-09-2023,11-09-2023,11-09-2023,39,0,0,0,Delivered,1,Furniture,16.26,15205.38,Truck,Morning,Clear,12,Prepaid,0,0,3.2,0,893.92,Express
ORD005937,CUST0222,WH011,DP002,RT008,05-09-2023,05-09-2023,11-09-2023,10-09-2023,2.8,-1,0,0,Delivered,1,FMCG,2.57,314.41,Bike,Night,Rain,3,Prepaid,0,0,4.1,0,240.79,Same-Day
ORD005938,CUST0119,WH011,DP003,RT006,05-09-2023,05-09-2023,10-09-2023,10-09-2023,4,0,0,0,Delivered,1,Electronics,4.38,10258.56,Bike,Morning,Rain,6,Prepaid,0,0,3,0,300.29,Express
ORD005939,CUST0182,WH014,DP006,RT018,05-09-2023,05-09-2023,10-09-2023,11-09-2023,4,1,1,1,Delivered,2,Clothing,0.92,357.05,Bike,Morning,Storm,5,Prepaid,0,0,2.4,0,128.2,Standard
ORD005940,CUST0384,WH006,DP005,RT008,05-09-2023,05-09-2023,10-09-2023,10-09-2023,4,0,0,0,Delivered,1,Books,0.64,843.47,Bike,Afternoon,Rain,2,COD,1,0,3.5,0,53.17,Standard
ORD005941,CUST0218,WH007,DP001,RT060,05-09-2023,05-09-2023,10-09-2023,10-09-2023,23,0,0,0,Delivered,1,FMCG,2.04,698.56,Van,Morning,Heatwave,3,Prepaid,0,0,3.4,0,186.66,Standard
ORD005942,CUST0256,WH010,DP004,RT053,05-09-2023,06-09-2023,11-09-2023,NULL,36,NULL,1,1,Failed,3,FMCG,2.57,627.76,Bike,Morning,Clear,3,Prepaid,0,0,NULL,1,165.68,Express
ORD005943,CUST0396,WH009,DP003,RT055,05-09-2023,06-09-2023,11-09-2023,11-09-2023,30,0,0,0,Delivered,1,Electronics,5.09,13096.18,Van,Night,Clear,1,Wallet,1,0,4.6,0,248.72,Same-Day
ORD005944,CUST0088,WH002,DP005,RT052,05-09-2023,06-09-2023,11-09-2023,11-09-2023,31,0,0,0,Delivered,1,Clothing,8.43,1275.63,Bike,Afternoon,Clear,9,COD,0,0,4.2,0,74.88,Standard
ORD005945,CUST0361,WH005,DP001,RT025,05-09-2023,06-09-2023,08-09-2023,07-09-2023,28,-1,0,0,Delivered,1,FMCG,3.53,734.48,Bike,Morning,Clear,15,Prepaid,0,0,4.2,0,277.69,Standard
ORD005946,CUST0275,WH013,DP002,RT002,05-09-2023,06-09-2023,08-09-2023,07-09-2023,38,-1,0,0,Delivered,1,Electronics,3.09,8537.34,Bike,Afternoon,Clear,8,COD,0,0,4.8,0,298.94,Standard
ORD005947,CUST0492,WH002,DP001,RT028,05-09-2023,06-09-2023,10-09-2023,10-09-2023,24,0,0,0,Returned,1,Electronics,3.84,9828.4,Van,Afternoon,Clear,5,Prepaid,1,0,4.8,0,254.54,Express
ORD005948,CUST0336,WH003,DP007,RT042,05-09-2023,06-09-2023,10-09-2023,11-09-2023,41,1,1,1,Delivered,1,FMCG,2.44,587.43,Van,Morning,Fog,12,Prepaid,0,0,3.2,0,219.31,Express
ORD005949,CUST0026,WH005,DP007,RT025,05-09-2023,05-09-2023,07-09-2023,07-09-2023,9,0,0,0,Delivered,1,Furniture,13.41,26785.96,Van,Evening,Clear,14,Prepaid,0,0,4.1,0,489.37,Standard
ORD005950,CUST0407,WH013,DP008,RT020,05-09-2023,05-09-2023,10-09-2023,12-09-2023,3,2,1,1,Delivered,2,Clothing,1.04,1289.78,Van,Evening,Fog,1,Prepaid,0,0,4.5,0,146.07,Standard
ORD005951,CUST0121,WH001,DP004,RT006,05-09-2023,06-09-2023,11-09-2023,11-09-2023,43,0,0,0,Delivered,1,Clothing,1.33,716.38,Van,Afternoon,Clear,4,Prepaid,0,0,3.2,0,125.37,Same-Day
ORD005952,CUST0289,WH008,DP006,RT037,05-09-2023,05-09-2023,08-09-2023,07-09-2023,1,-1,0,0,Delivered,1,Toys,2.03,896.88,Truck,Evening,Clear,12,COD,0,0,4.1,0,164.11,Standard
ORD005953,CUST0362,WH002,DP004,RT016,05-09-2023,06-09-2023,10-09-2023,14-09-2023,42,4,1,1,Delivered,2,Beauty,0.64,835.42,Bike,Afternoon,Fog,6,Prepaid,0,0,1.4,1,77.15,Standard
ORD005954,CUST0441,WH007,DP003,RT035,05-09-2023,06-09-2023,11-09-2023,10-09-2023,36,-1,0,0,Delivered,1,Clothing,1.05,475.03,Bike,Evening,Clear,6,Prepaid,0,0,3.7,0,100.07,Standard
ORD005955,CUST0030,WH007,DP006,RT055,05-09-2023,06-09-2023,11-09-2023,15-09-2023,43,4,1,1,Delivered,1,Clothing,1.24,347.49,Van,Afternoon,Clear,15,Prepaid,0,0,3.3,1,176.97,Standard
ORD005956,CUST0407,WH001,DP006,RT036,05-09-2023,06-09-2023,10-09-2023,11-09-2023,26,1,1,1,Delivered,1,Beauty,10.64,494.14,Bike,Morning,Clear,15,Prepaid,0,0,1.6,0,65.56,Same-Day
ORD005957,CUST0202,WH013,DP005,RT001,05-09-2023,05-09-2023,07-09-2023,06-09-2023,22,-1,0,0,Delivered,1,Grocery,6.28,326.66,Bike,Morning,Fog,11,Prepaid,1,0,4.1,0,287.76,Express
ORD005958,CUST0382,WH010,DP007,RT014,05-09-2023,05-09-2023,10-09-2023,13-09-2023,23,3,1,1,Returned,1,Clothing,0.88,308.01,Bike,Afternoon,Clear,8,COD,1,0,3,1,116.11,Standard
ORD005959,CUST0036,WH004,DP007,RT014,05-09-2023,05-09-2023,10-09-2023,10-09-2023,9,0,0,0,Delivered,1,Toys,1.34,1644.81,Truck,Night,Rain,2,COD,0,0,3.2,0,93.05,Standard
ORD005960,CUST0125,WH002,DP003,RT024,05-09-2023,06-09-2023,10-09-2023,10-09-2023,41,0,0,0,Delivered,1,FMCG,1.61,475.93,Truck,Evening,Rain,7,Prepaid,0,0,3.9,0,143.5,Same-Day
ORD005961,CUST0223,WH004,DP002,RT019,06-09-2023,06-09-2023,11-09-2023,11-09-2023,5,0,0,0,Delivered,1,Clothing,0.92,1102.74,Truck,Evening,Clear,11,COD,0,0,4.3,0,127.66,Standard
ORD005962,CUST0235,WH012,DP003,RT038,06-09-2023,07-09-2023,12-09-2023,12-09-2023,35,0,0,0,Delivered,1,Sports,2.19,991.32,Bike,Afternoon,Clear,5,COD,0,0,4.1,0,182.09,Express
ORD005963,CUST0124,WH002,DP001,RT044,06-09-2023,06-09-2023,10-09-2023,10-09-2023,16,0,0,0,Delivered,1,FMCG,2.06,304.02,Bike,Morning,Clear,14,Prepaid,0,0,3.9,0,207.95,Standard
ORD005964,CUST0470,WH004,DP007,RT018,06-09-2023,07-09-2023,12-09-2023,12-09-2023,32,0,0,0,Delivered,1,Clothing,0.85,372.13,Van,Morning,Clear,14,Prepaid,0,0,5,0,155.42,Standard
ORD005965,CUST0171,WH006,DP008,RT009,06-09-2023,07-09-2023,12-09-2023,15-09-2023,41,3,1,1,Delivered,3,Electronics,4.11,19959.58,Bike,Afternoon,Fog,10,COD,0,0,2.9,1,363.37,Express
ORD005966,CUST0491,WH001,DP005,RT052,06-09-2023,07-09-2023,12-09-2023,12-09-2023,24,0,0,0,Delivered,1,Beauty,1.03,353.09,Bike,Evening,Clear,6,Prepaid,0,0,3.4,0,129.07,Standard
ORD005967,CUST0486,WH004,DP005,RT055,06-09-2023,06-09-2023,11-09-2023,11-09-2023,10,0,0,0,Delivered,1,Beauty,0.84,340.37,Truck,Morning,Clear,11,Prepaid,0,0,3.3,0,156.68,Standard
ORD005968,CUST0495,WH007,DP002,RT057,06-09-2023,07-09-2023,12-09-2023,12-09-2023,40,0,0,0,Delivered,1,Electronics,6.2,13826.7,Van,Morning,Rain,13,Prepaid,0,0,3.3,0,382.43,Standard
ORD005969,CUST0450,WH004,DP006,RT013,06-09-2023,07-09-2023,11-09-2023,12-09-2023,40,1,1,1,Delivered,1,Books,0.67,407.32,Truck,Morning,Clear,6,COD,0,0,2,0,128.99,Same-Day
ORD005970,CUST0181,WH011,DP007,RT059,06-09-2023,06-09-2023,11-09-2023,11-09-2023,1,0,0,0,Delivered,1,Electronics,5.55,18201.27,Bike,Evening,Heatwave,8,COD,0,0,4.6,0,469.02,Standard
ORD005971,CUST0215,WH013,DP001,RT051,06-09-2023,07-09-2023,11-09-2023,10-09-2023,41,-1,0,0,Delivered,1,Books,0.81,757.06,Van,Morning,Clear,15,Prepaid,0,0,3.5,0,54.67,Same-Day
ORD005972,CUST0118,WH006,DP001,RT045,06-09-2023,07-09-2023,10-09-2023,12-09-2023,26,2,1,1,Returned,1,Appliances,10.59,13417.83,Bike,Afternoon,Fog,14,COD,1,0,1.8,0,581.91,Standard
ORD005973,CUST0227,WH007,DP002,RT051,06-09-2023,07-09-2023,11-09-2023,11-09-2023,45,0,0,0,Delivered,1,Clothing,1.15,1182.16,Van,Afternoon,Clear,10,COD,0,0,4.4,0,142.05,Standard
ORD005974,CUST0379,WH008,DP005,RT019,06-09-2023,07-09-2023,12-09-2023,12-09-2023,45,0,0,0,Delivered,1,Clothing,0.93,458.15,Bike,Night,Storm,14,COD,0,0,4,0,113.36,Standard
ORD005975,CUST0444,WH008,DP002,RT053,06-09-2023,07-09-2023,12-09-2023,12-09-2023,24,0,0,0,Delivered,1,Toys,1.59,501.78,Van,Night,Clear,14,Prepaid,0,0,3.9,0,146.78,Standard
ORD005976,CUST0037,WH001,DP002,RT010,06-09-2023,07-09-2023,11-09-2023,14-09-2023,29,3,1,1,Delivered,1,Sports,2.28,755.11,Truck,Afternoon,Rain,12,Wallet,0,0,2.5,1,182.19,Standard
ORD005977,CUST0317,WH001,DP003,RT038,06-09-2023,06-09-2023,12-09-2023,NULL,3.2,NULL,1,1,Failed,3,FMCG,2.76,631.07,Van,Evening,Rain,13,Prepaid,0,0,NULL,1,209.13,Same-Day
ORD005978,CUST0096,WH011,DP004,RT003,06-09-2023,07-09-2023,10-09-2023,10-09-2023,45,0,0,0,Delivered,1,Beauty,0.76,907.12,Van,Afternoon,Clear,4,COD,0,0,4.6,0,129.29,Standard
ORD005979,CUST0120,WH003,DP008,RT058,06-09-2023,06-09-2023,11-09-2023,10-09-2023,17,-1,0,0,Delivered,1,Appliances,11.09,14771.81,Van,Morning,Clear,10,Prepaid,0,0,3.1,0,642.14,Standard
ORD005980,CUST0491,WH007,DP006,RT048,06-09-2023,06-09-2023,09-09-2023,09-09-2023,22,0,0,0,Delivered,1,FMCG,3.39,536.1,Van,Morning,Fog,5,Prepaid,0,0,4.5,0,299.81,Express
ORD005981,CUST0437,WH008,DP004,RT041,06-09-2023,07-09-2023,11-09-2023,11-09-2023,31,0,0,0,Delivered,1,Electronics,2.96,7988.21,Van,Evening,Clear,6,Prepaid,0,0,3.5,0,262.69,Express
ORD005982,CUST0012,WH002,DP001,RT017,06-09-2023,07-09-2023,12-09-2023,11-09-2023,40,-1,0,0,Delivered,1,FMCG,2.92,203.71,Truck,Morning,Clear,13,Prepaid,0,0,4.9,0,221.46,Standard
ORD005983,CUST0122,WH010,DP003,RT023,06-09-2023,06-09-2023,10-09-2023,09-09-2023,21,-1,0,0,Delivered,1,Sports,4.36,1477.44,Truck,Afternoon,Clear,8,COD,0,0,4,0,164.1,Standard
ORD005984,CUST0035,WH011,DP002,RT027,06-09-2023,06-09-2023,08-09-2023,07-09-2023,10,-1,0,0,Returned,1,Clothing,1.37,539.64,Bike,Morning,Fog,14,COD,1,0,3.3,0,144.87,Standard
ORD005985,CUST0489,WH004,DP002,RT009,06-09-2023,07-09-2023,12-09-2023,12-09-2023,42,0,0,0,Delivered,1,Electronics,5.66,14054.33,Van,Morning,Clear,11,Prepaid,0,0,3.5,0,461.87,Standard
ORD005986,CUST0251,WH011,DP002,RT005,06-09-2023,07-09-2023,10-09-2023,17-09-2023,34,7,1,1,Delivered,1,Clothing,0.6,415.16,Truck,Evening,Storm,12,Wallet,0,0,1.1,1,90.69,Express
ORD005987,CUST0067,WH001,DP002,RT019,06-09-2023,07-09-2023,12-09-2023,12-09-2023,45,0,0,0,Delivered,1,Electronics,3.42,16360.17,Truck,Morning,Clear,4,Prepaid,0,0,5,0,195.41,Express
ORD005988,CUST0482,WH010,DP001,RT029,07-09-2023,07-09-2023,11-09-2023,11-09-2023,21,0,0,0,Delivered,1,Sports,2.16,2271.72,Van,Morning,Clear,13,Prepaid,0,0,3.9,0,180.95,Standard
ORD005989,CUST0038,WH008,DP004,RT015,07-09-2023,08-09-2023,13-09-2023,16-09-2023,25,3,1,1,Delivered,2,Electronics,6.02,15781.73,Bike,Morning,Clear,13,Prepaid,0,0,1.7,1,514.8,Same-Day
ORD005990,CUST0280,WH007,DP001,RT042,07-09-2023,07-09-2023,11-09-2023,10-09-2023,0,-1,0,0,Delivered,1,Sports,3.81,2917.14,Bike,Morning,Clear,15,COD,0,0,4,0,237.8,Standard
ORD005991,CUST0230,WH003,DP005,RT036,07-09-2023,07-09-2023,11-09-2023,11-09-2023,12,0,0,0,Delivered,1,Clothing,1.03,1080.67,Bike,Morning,Clear,1,Wallet,0,0,4.1,0,125.96,Same-Day
ORD005992,CUST0337,WH004,DP005,RT056,07-09-2023,08-09-2023,13-09-2023,13-09-2023,36,0,0,0,Delivered,1,Grocery,5.33,830.84,Bike,Morning,Clear,11,Prepaid,0,0,3.3,0,336.7,Standard
ORD005993,CUST0168,WH012,DP003,RT012,07-09-2023,09-09-2023,13-09-2023,18-09-2023,57,5,1,1,Delivered,1,Furniture,16.46,10059.14,Truck,Evening,Rain,12,Wallet,0,0,1.8,1,1325.99,Standard
ORD005994,CUST0449,WH006,DP006,RT014,07-09-2023,07-09-2023,12-09-2023,NULL,22,NULL,1,1,Failed,2,Electronics,4.92,19089.45,Van,Night,Clear,8,Prepaid,1,0,NULL,1,430.28,Same-Day
ORD005995,CUST0441,WH007,DP008,RT015,07-09-2023,07-09-2023,12-09-2023,16-09-2023,11,4,1,1,Delivered,1,Toys,1.64,749.72,Bike,Afternoon,Clear,4,COD,0,0,2.8,1,172.57,Standard
ORD005996,CUST0328,WH013,DP002,RT051,07-09-2023,07-09-2023,11-09-2023,10-09-2023,15,-1,0,0,Delivered,1,FMCG,2.15,445.83,Bike,Evening,Clear,5,Prepaid,0,0,4,0,207.05,Standard
ORD005997,CUST0246,WH006,DP004,RT031,07-09-2023,08-09-2023,13-09-2023,13-09-2023,42,0,0,0,Delivered,1,Books,0.62,844.97,Bike,Morning,Clear,15,Prepaid,0,0,5,0,46.08,Same-Day
ORD005998,CUST0079,WH005,DP002,RT005,07-09-2023,07-09-2023,10-09-2023,09-09-2023,11,-1,0,0,Delivered,1,Grocery,2.88,343.49,Truck,Evening,Clear,4,Wallet,0,0,3.5,0,117.9,Express
ORD005999,CUST0114,WH012,DP003,RT044,07-09-2023,07-09-2023,11-09-2023,10-09-2023,19,-1,0,0,Delivered,1,FMCG,2.89,171.3,Van,Evening,Clear,14,Prepaid,0,0,5,0,123.75,Express
ORD006000,CUST0301,WH012,DP001,RT003,07-09-2023,09-09-2023,12-09-2023,16-09-2023,57,4,1,1,Delivered,1,Toys,6.31,875.3,Bike,Afternoon,Heatwave,10,Prepaid,0,0,1.8,1,93.79,Standard
ORD006001,CUST0217,WH004,DP001,RT047,07-09-2023,08-09-2023,13-09-2023,13-09-2023,44,0,0,0,Delivered,1,Clothing,0.58,487.65,Truck,Evening,Clear,8,COD,0,0,4.5,0,124.97,Standard
